                    JDAY,WB,VOLIN(m3),VOLPR(m3),VOLOUT(m3),VOLWD(m3),VOLEV(m3),VOLDT(m3),VOLTRB(m3),VOLICE(m3),%VOLerror
 40904.000,   1,  0.19865111E+12,   0.00000000E+00,  -0.19992918E+12,   0.00000000E+00,   0.00000000E+00,   0.12606297E+10,   0.00000000E+00,   0.00000000E+00,   0.31296118E-06,
 40904.999,   1,  0.19897738E+12,   0.00000000E+00,  -0.20027467E+12,   0.00000000E+00,   0.00000000E+00,   0.13067794E+10,   0.00000000E+00,   0.00000000E+00,  -0.58276029E-06,
 40906.000,   1,  0.19928547E+12,   0.00000000E+00,  -0.20060494E+12,   0.00000000E+00,   0.00000000E+00,   0.13674676E+10,   0.00000000E+00,   0.00000000E+00,  -0.11315089E-06,
 40906.999,   1,  0.19956265E+12,   0.00000000E+00,  -0.20090565E+12,   0.00000000E+00,   0.00000000E+00,   0.13974061E+10,   0.00000000E+00,   0.00000000E+00,  -0.98274721E-07,
 40907.999,   1,  0.19987030E+12,   0.00000000E+00,  -0.20120137E+12,   0.00000000E+00,   0.00000000E+00,   0.13596847E+10,   0.00000000E+00,   0.00000000E+00,  -0.19127798E-06,
 40909.000,   1,  0.20016175E+12,   0.00000000E+00,  -0.20150926E+12,   0.00000000E+00,   0.00000000E+00,   0.13518612E+10,   0.00000000E+00,   0.00000000E+00,  -0.11908704E-05,
 40909.999,   1,  0.20050962E+12,   0.00000000E+00,  -0.20182300E+12,   0.00000000E+00,   0.00000000E+00,   0.13404668E+10,   0.00000000E+00,   0.00000000E+00,  -0.20818028E-06,
 40910.999,   1,  0.20077739E+12,   0.00000000E+00,  -0.20211130E+12,   0.00000000E+00,   0.00000000E+00,   0.13802470E+10,   0.00000000E+00,   0.00000000E+00,  -0.12371093E-06,
 40912.000,   1,  0.20105265E+12,   0.00000000E+00,  -0.20238742E+12,   0.00000000E+00,   0.00000000E+00,   0.13629956E+10,   0.00000000E+00,   0.00000000E+00,  -0.20759262E-06,
 40912.999,   1,  0.20134295E+12,   0.00000000E+00,  -0.20270086E+12,   0.00000000E+00,   0.00000000E+00,   0.13556775E+10,   0.00000000E+00,   0.00000000E+00,   0.25965659E-05,
 40913.999,   1,  0.20161841E+12,   0.00000000E+00,  -0.20304586E+12,   0.00000000E+00,   0.00000000E+00,   0.14290812E+10,   0.00000000E+00,   0.00000000E+00,  -0.36124274E-05,
 40914.999,   1,  0.20191724E+12,   0.00000000E+00,  -0.20339711E+12,   0.00000000E+00,   0.00000000E+00,   0.14466835E+10,   0.00000000E+00,   0.00000000E+00,   0.16913061E-06,
 40915.999,   1,  0.20220655E+12,   0.00000000E+00,  -0.20372244E+12,   0.00000000E+00,   0.00000000E+00,   0.14833508E+10,   0.00000000E+00,   0.00000000E+00,   0.16653070E-06,
 40916.999,   1,  0.20250740E+12,   0.00000000E+00,  -0.20399473E+12,   0.00000000E+00,   0.00000000E+00,   0.13862415E+10,   0.00000000E+00,   0.00000000E+00,   0.50590669E-07,
 40918.000,   1,  0.20281986E+12,   0.00000000E+00,  -0.20426179E+12,   0.00000000E+00,   0.00000000E+00,   0.13043602E+10,   0.00000000E+00,   0.00000000E+00,   0.37469899E-07,
 40919.000,   1,  0.20310836E+12,   0.00000000E+00,  -0.20455556E+12,   0.00000000E+00,   0.00000000E+00,   0.13264829E+10,   0.00000000E+00,   0.00000000E+00,   0.42712030E-07,
 40919.999,   1,  0.20339393E+12,   0.00000000E+00,  -0.20487974E+12,   0.00000000E+00,   0.00000000E+00,   0.14229891E+10,   0.00000000E+00,   0.00000000E+00,   0.78698586E-07,
 40920.999,   1,  0.20373923E+12,   0.00000000E+00,  -0.20520799E+12,   0.00000000E+00,   0.00000000E+00,   0.14420732E+10,   0.00000000E+00,   0.00000000E+00,   0.19377001E-06,
 40921.999,   1,  0.20407921E+12,   0.00000000E+00,  -0.20553293E+12,   0.00000000E+00,   0.00000000E+00,   0.13608347E+10,   0.00000000E+00,   0.00000000E+00,   0.55922648E-07,
 40922.999,   1,  0.20439724E+12,   0.00000000E+00,  -0.20586379E+12,   0.00000000E+00,   0.00000000E+00,   0.13885812E+10,   0.00000000E+00,   0.00000000E+00,   0.66707497E-07,
 40923.999,   1,  0.20472387E+12,   0.00000000E+00,  -0.20618671E+12,   0.00000000E+00,   0.00000000E+00,   0.14293533E+10,   0.00000000E+00,   0.00000000E+00,   0.15586021E-06,
 40924.999,   1,  0.20506869E+12,   0.00000000E+00,  -0.20653402E+12,   0.00000000E+00,   0.00000000E+00,   0.14348086E+10,   0.00000000E+00,   0.00000000E+00,   0.17090875E-06,
 40925.999,   1,  0.20542872E+12,   0.00000000E+00,  -0.20690560E+12,   0.00000000E+00,   0.00000000E+00,   0.14636014E+10,   0.00000000E+00,   0.00000000E+00,   0.37473559E-06,
 40926.999,   1,  0.20585221E+12,   0.00000000E+00,  -0.20727780E+12,   0.00000000E+00,   0.00000000E+00,   0.13912127E+10,   0.00000000E+00,   0.00000000E+00,   0.14095020E-06,
 40928.000,   1,  0.20623874E+12,   0.00000000E+00,  -0.20766758E+12,   0.00000000E+00,   0.00000000E+00,   0.13507015E+10,   0.00000000E+00,   0.00000000E+00,   0.61147108E-07,
 40928.999,   1,  0.20662808E+12,   0.00000000E+00,  -0.20806920E+12,   0.00000000E+00,   0.00000000E+00,   0.13977437E+10,   0.00000000E+00,   0.00000000E+00,   0.11345398E-06,
 40930.000,   1,  0.20697706E+12,   0.00000000E+00,  -0.20844461E+12,   0.00000000E+00,   0.00000000E+00,   0.14374229E+10,   0.00000000E+00,   0.00000000E+00,   0.17208505E-06,
 40930.999,   1,  0.20728861E+12,   0.00000000E+00,  -0.20877904E+12,   0.00000000E+00,   0.00000000E+00,   0.14787558E+10,   0.00000000E+00,   0.00000000E+00,   0.44813313E-06,
 40931.999,   1,  0.20762120E+12,   0.00000000E+00,  -0.20910941E+12,   0.00000000E+00,   0.00000000E+00,   0.14417213E+10,   0.00000000E+00,   0.00000000E+00,   0.11379674E-06,
 40932.999,   1,  0.20796261E+12,   0.00000000E+00,  -0.20945901E+12,   0.00000000E+00,   0.00000000E+00,   0.14715241E+10,   0.00000000E+00,   0.00000000E+00,   0.21349900E-06,
 40933.999,   1,  0.20828394E+12,   0.00000000E+00,  -0.20979076E+12,   0.00000000E+00,   0.00000000E+00,   0.15169688E+10,   0.00000000E+00,   0.00000000E+00,  -0.51735387E-06,
 40934.999,   1,  0.20859132E+12,   0.00000000E+00,  -0.21010685E+12,   0.00000000E+00,   0.00000000E+00,   0.14905304E+10,   0.00000000E+00,   0.00000000E+00,   0.20805355E-06,
 40936.000,   1,  0.20894284E+12,   0.00000000E+00,  -0.21045117E+12,   0.00000000E+00,   0.00000000E+00,   0.14734854E+10,   0.00000000E+00,   0.00000000E+00,   0.14721335E-06,
 40936.999,   1,  0.20932657E+12,   0.00000000E+00,  -0.21080706E+12,   0.00000000E+00,   0.00000000E+00,   0.14640998E+10,   0.00000000E+00,   0.00000000E+00,   0.30231549E-06,
 40937.999,   1,  0.20962555E+12,   0.00000000E+00,  -0.21114544E+12,   0.00000000E+00,   0.00000000E+00,   0.15033219E+10,   0.00000000E+00,   0.00000000E+00,   0.29540486E-06,
 40939.000,   1,  0.20992298E+12,   0.00000000E+00,  -0.21145162E+12,   0.00000000E+00,   0.00000000E+00,   0.15376132E+10,   0.00000000E+00,   0.00000000E+00,  -0.52479501E-06,
 40939.999,   1,  0.21017521E+12,   0.00000000E+00,  -0.21172775E+12,   0.00000000E+00,   0.00000000E+00,   0.15609023E+10,   0.00000000E+00,   0.00000000E+00,  -0.57112699E-06,
 40940.999,   1,  0.21043307E+12,   0.00000000E+00,  -0.21200413E+12,   0.00000000E+00,   0.00000000E+00,   0.15325839E+10,   0.00000000E+00,   0.00000000E+00,   0.12257755E-06,
 40942.000,   1,  0.21070471E+12,   0.00000000E+00,  -0.21229129E+12,   0.00000000E+00,   0.00000000E+00,   0.15130359E+10,   0.00000000E+00,   0.00000000E+00,   0.65475653E-07,
 40943.000,   1,  0.21102174E+12,   0.00000000E+00,  -0.21258083E+12,   0.00000000E+00,   0.00000000E+00,   0.15027638E+10,   0.00000000E+00,   0.00000000E+00,   0.85985169E-07,
 40943.999,   1,  0.21132064E+12,   0.00000000E+00,  -0.21286783E+12,   0.00000000E+00,   0.00000000E+00,   0.14928450E+10,   0.00000000E+00,   0.00000000E+00,   0.86322284E-07,
 40944.999,   1,  0.21158528E+12,   0.00000000E+00,  -0.21317046E+12,   0.00000000E+00,   0.00000000E+00,   0.15688148E+10,   0.00000000E+00,   0.00000000E+00,   0.28965339E-06,
 40946.000,   1,  0.21191778E+12,   0.00000000E+00,  -0.21347850E+12,   0.00000000E+00,   0.00000000E+00,   0.15866513E+10,   0.00000000E+00,   0.00000000E+00,  -0.18248365E-06,
 40946.999,   1,  0.21222113E+12,   0.00000000E+00,  -0.21377665E+12,   0.00000000E+00,   0.00000000E+00,   0.15755221E+10,   0.00000000E+00,   0.00000000E+00,  -0.25324388E-06,
 40948.000,   1,  0.21252662E+12,   0.00000000E+00,  -0.21406615E+12,   0.00000000E+00,   0.00000000E+00,   0.15433554E+10,   0.00000000E+00,   0.00000000E+00,  -0.13511915E-05,
 40948.999,   1,  0.21280359E+12,   0.00000000E+00,  -0.21435169E+12,   0.00000000E+00,   0.00000000E+00,   0.15511123E+10,   0.00000000E+00,   0.00000000E+00,  -0.17133319E-05,
 40950.000,   1,  0.21311565E+12,   0.00000000E+00,  -0.21465415E+12,   0.00000000E+00,   0.00000000E+00,   0.15345287E+10,   0.00000000E+00,   0.00000000E+00,   0.12346108E-05,
 40951.000,   1,  0.21344359E+12,   0.00000000E+00,  -0.21496278E+12,   0.00000000E+00,   0.00000000E+00,   0.15522744E+10,   0.00000000E+00,   0.00000000E+00,  -0.15092955E-06,
 40952.000,   1,  0.21374513E+12,   0.00000000E+00,  -0.21526176E+12,   0.00000000E+00,   0.00000000E+00,   0.15840834E+10,   0.00000000E+00,   0.00000000E+00,  -0.71645658E-07,
 40952.999,   1,  0.21401978E+12,   0.00000000E+00,  -0.21557103E+12,   0.00000000E+00,   0.00000000E+00,   0.15993408E+10,   0.00000000E+00,   0.00000000E+00,  -0.98357884E-07,
 40954.000,   1,  0.21434818E+12,   0.00000000E+00,  -0.21587552E+12,   0.00000000E+00,   0.00000000E+00,   0.15892588E+10,   0.00000000E+00,   0.00000000E+00,  -0.71116747E-07,
 40955.000,   1,  0.21465932E+12,   0.00000000E+00,  -0.21617836E+12,   0.00000000E+00,   0.00000000E+00,   0.15645320E+10,   0.00000000E+00,   0.00000000E+00,  -0.97482807E-07,
 40956.000,   1,  0.21496991E+12,   0.00000000E+00,  -0.21650590E+12,   0.00000000E+00,   0.00000000E+00,   0.15729534E+10,   0.00000000E+00,   0.00000000E+00,  -0.11063645E-06,
 40956.999,   1,  0.21525528E+12,   0.00000000E+00,  -0.21684781E+12,   0.00000000E+00,   0.00000000E+00,   0.16229151E+10,   0.00000000E+00,   0.00000000E+00,  -0.13806197E-06,
 40957.999,   1,  0.21558469E+12,   0.00000000E+00,  -0.21717573E+12,   0.00000000E+00,   0.00000000E+00,   0.16187065E+10,   0.00000000E+00,   0.00000000E+00,  -0.15138431E-06,
 40959.000,   1,  0.21590115E+12,   0.00000000E+00,  -0.21747073E+12,   0.00000000E+00,   0.00000000E+00,   0.15991983E+10,   0.00000000E+00,   0.00000000E+00,  -0.15392526E-06,
 40960.000,   1,  0.21619299E+12,   0.00000000E+00,  -0.21777266E+12,   0.00000000E+00,   0.00000000E+00,   0.16025264E+10,   0.00000000E+00,   0.00000000E+00,  -0.19542503E-06,
 40961.000,   1,  0.21651125E+12,   0.00000000E+00,  -0.21809255E+12,   0.00000000E+00,   0.00000000E+00,   0.16334662E+10,   0.00000000E+00,   0.00000000E+00,  -0.82212710E-07,
 40962.000,   1,  0.21683501E+12,   0.00000000E+00,  -0.21839525E+12,   0.00000000E+00,   0.00000000E+00,   0.16110662E+10,   0.00000000E+00,   0.00000000E+00,  -0.79882797E-07,
 40963.000,   1,  0.21717769E+12,   0.00000000E+00,  -0.21872797E+12,   0.00000000E+00,   0.00000000E+00,   0.15492884E+10,   0.00000000E+00,   0.00000000E+00,   0.42310807E-05,
 40963.999,   1,  0.21756378E+12,   0.00000000E+00,  -0.21912121E+12,   0.00000000E+00,   0.00000000E+00,   0.15826527E+10,   0.00000000E+00,   0.00000000E+00,  -0.16720042E-06,
 40964.999,   1,  0.21790499E+12,   0.00000000E+00,  -0.21950263E+12,   0.00000000E+00,   0.00000000E+00,   0.16692763E+10,   0.00000000E+00,   0.00000000E+00,  -0.58435130E-07,
 40965.999,   1,  0.21823881E+12,   0.00000000E+00,  -0.21983619E+12,   0.00000000E+00,   0.00000000E+00,   0.16672122E+10,   0.00000000E+00,   0.00000000E+00,  -0.58234458E-07,
 40967.000,   1,  0.21856184E+12,   0.00000000E+00,  -0.22016936E+12,   0.00000000E+00,   0.00000000E+00,   0.16485049E+10,   0.00000000E+00,   0.00000000E+00,  -0.96195486E-07,
 40967.999,   1,  0.21889132E+12,   0.00000000E+00,  -0.22053018E+12,   0.00000000E+00,   0.00000000E+00,   0.16900210E+10,   0.00000000E+00,   0.00000000E+00,  -0.78535668E-07,
 40968.999,   1,  0.21918322E+12,   0.00000000E+00,  -0.22085619E+12,   0.00000000E+00,   0.00000000E+00,   0.17027053E+10,   0.00000000E+00,   0.00000000E+00,  -0.13520935E-06,
 40970.000,   1,  0.21945235E+12,   0.00000000E+00,  -0.22112561E+12,   0.00000000E+00,   0.00000000E+00,   0.16642357E+10,   0.00000000E+00,   0.00000000E+00,   0.43680241E-06,
 40970.999,   1,  0.21972397E+12,   0.00000000E+00,  -0.22140293E+12,   0.00000000E+00,   0.00000000E+00,   0.16371599E+10,   0.00000000E+00,   0.00000000E+00,   0.91906407E-07,
 40972.000,   1,  0.22000227E+12,   0.00000000E+00,  -0.22170378E+12,   0.00000000E+00,   0.00000000E+00,   0.16744358E+10,   0.00000000E+00,   0.00000000E+00,   0.13715249E-06,
 40973.000,   1,  0.22028688E+12,   0.00000000E+00,  -0.22201313E+12,   0.00000000E+00,   0.00000000E+00,   0.16944659E+10,   0.00000000E+00,   0.00000000E+00,   0.11820251E-06,
 40974.000,   1,  0.22054485E+12,   0.00000000E+00,  -0.22232831E+12,   0.00000000E+00,   0.00000000E+00,   0.17325113E+10,   0.00000000E+00,   0.00000000E+00,   0.80414028E-07,
 40974.999,   1,  0.22086310E+12,   0.00000000E+00,  -0.22264496E+12,   0.00000000E+00,   0.00000000E+00,   0.17223818E+10,   0.00000000E+00,   0.00000000E+00,   0.70765193E-07,
 40975.999,   1,  0.22122487E+12,   0.00000000E+00,  -0.22296479E+12,   0.00000000E+00,   0.00000000E+00,   0.16269321E+10,   0.00000000E+00,   0.00000000E+00,   0.37502699E-07,
 40977.000,   1,  0.22156360E+12,   0.00000000E+00,  -0.22330599E+12,   0.00000000E+00,   0.00000000E+00,   0.16019355E+10,   0.00000000E+00,   0.00000000E+00,   0.30795428E-07,
 40978.000,   1,  0.22191640E+12,   0.00000000E+00,  -0.22365493E+12,   0.00000000E+00,   0.00000000E+00,   0.16268351E+10,   0.00000000E+00,   0.00000000E+00,   0.39646305E-07,
 40978.999,   1,  0.22224229E+12,   0.00000000E+00,  -0.22397523E+12,   0.00000000E+00,   0.00000000E+00,   0.16480273E+10,   0.00000000E+00,   0.00000000E+00,   0.48490089E-07,
 40980.000,   1,  0.22252302E+12,   0.00000000E+00,  -0.22429857E+12,   0.00000000E+00,   0.00000000E+00,   0.16651604E+10,   0.00000000E+00,   0.00000000E+00,   0.36746207E-07,
 40981.000,   1,  0.22291948E+12,   0.00000000E+00,  -0.22465573E+12,   0.00000000E+00,   0.00000000E+00,   0.16463892E+10,   0.00000000E+00,   0.00000000E+00,   0.45711007E-07,
 40982.000,   1,  0.22331924E+12,   0.00000000E+00,  -0.22502070E+12,   0.00000000E+00,   0.00000000E+00,   0.16404587E+10,   0.00000000E+00,   0.00000000E+00,   0.67817450E-07,
 40982.999,   1,  0.22367647E+12,   0.00000000E+00,  -0.22541688E+12,   0.00000000E+00,   0.00000000E+00,   0.16538878E+10,   0.00000000E+00,   0.00000000E+00,   0.47846654E-07,
 40984.000,   1,  0.22412282E+12,   0.00000000E+00,  -0.22583613E+12,   0.00000000E+00,   0.00000000E+00,   0.16121048E+10,   0.00000000E+00,   0.00000000E+00,   0.39546783E-07,
 40985.000,   1,  0.22457835E+12,   0.00000000E+00,  -0.22625769E+12,   0.00000000E+00,   0.00000000E+00,   0.15451560E+10,   0.00000000E+00,   0.00000000E+00,   0.29265168E-07,
 40986.000,   1,  0.22507293E+12,   0.00000000E+00,  -0.22670840E+12,   0.00000000E+00,   0.00000000E+00,   0.15643273E+10,   0.00000000E+00,   0.00000000E+00,   0.55151654E-07,
 40987.000,   1,  0.22556582E+12,   0.00000000E+00,  -0.22718099E+12,   0.00000000E+00,   0.00000000E+00,   0.15537554E+10,   0.00000000E+00,   0.00000000E+00,   0.63045930E-07,
 40988.000,   1,  0.22605926E+12,   0.00000000E+00,  -0.22764673E+12,   0.00000000E+00,   0.00000000E+00,   0.15634858E+10,   0.00000000E+00,   0.00000000E+00,   0.15527931E-06,
 40989.000,   1,  0.22644780E+12,   0.00000000E+00,  -0.22807772E+12,   0.00000000E+00,   0.00000000E+00,   0.16325583E+10,   0.00000000E+00,   0.00000000E+00,  -0.13809215E-05,
 40990.000,   1,  0.22690700E+12,   0.00000000E+00,  -0.22851406E+12,   0.00000000E+00,   0.00000000E+00,   0.15875128E+10,   0.00000000E+00,   0.00000000E+00,   0.19771038E-06,
 40991.000,   1,  0.22739084E+12,   0.00000000E+00,  -0.22898558E+12,   0.00000000E+00,   0.00000000E+00,   0.15593965E+10,   0.00000000E+00,   0.00000000E+00,   0.11312380E-06,
 40992.000,   1,  0.22792502E+12,   0.00000000E+00,  -0.22950133E+12,   0.00000000E+00,   0.00000000E+00,   0.15083626E+10,   0.00000000E+00,   0.00000000E+00,   0.60654092E-07,
 40993.000,   1,  0.22854740E+12,   0.00000000E+00,  -0.23006377E+12,   0.00000000E+00,   0.00000000E+00,   0.14045357E+10,   0.00000000E+00,   0.00000000E+00,   0.39256641E-07,
 40994.000,   1,  0.22916692E+12,   0.00000000E+00,  -0.23065339E+12,   0.00000000E+00,   0.00000000E+00,   0.14026720E+10,   0.00000000E+00,   0.00000000E+00,   0.56884474E-07,
 40995.000,   1,  0.22977814E+12,   0.00000000E+00,  -0.23125974E+12,   0.00000000E+00,   0.00000000E+00,   0.14135870E+10,   0.00000000E+00,   0.00000000E+00,   0.70848407E-07,
 40996.000,   1,  0.23045187E+12,   0.00000000E+00,  -0.23184792E+12,   0.00000000E+00,   0.00000000E+00,   0.13708622E+10,   0.00000000E+00,   0.00000000E+00,   0.16781461E-06,
 40997.000,   1,  0.23110417E+12,   0.00000000E+00,  -0.23243599E+12,   0.00000000E+00,   0.00000000E+00,   0.13431226E+10,   0.00000000E+00,   0.00000000E+00,  -0.38125093E-06,
 40998.000,   1,  0.23176435E+12,   0.00000000E+00,  -0.23307297E+12,   0.00000000E+00,   0.00000000E+00,   0.13621504E+10,   0.00000000E+00,   0.00000000E+00,  -0.73367745E-07,
 40999.000,   1,  0.23244453E+12,   0.00000000E+00,  -0.23377227E+12,   0.00000000E+00,   0.00000000E+00,   0.13835785E+10,   0.00000000E+00,   0.00000000E+00,  -0.66625869E-07,
 41000.000,   1,  0.23321682E+12,   0.00000000E+00,  -0.23446503E+12,   0.00000000E+00,   0.00000000E+00,   0.13435649E+10,   0.00000000E+00,   0.00000000E+00,  -0.43251292E-07,
 41001.000,   1,  0.23397352E+12,   0.00000000E+00,  -0.23514268E+12,   0.00000000E+00,   0.00000000E+00,   0.12191403E+10,   0.00000000E+00,   0.00000000E+00,  -0.80281885E-07,
 41002.000,   1,  0.23466528E+12,   0.00000000E+00,  -0.23586317E+12,   0.00000000E+00,   0.00000000E+00,   0.12099033E+10,   0.00000000E+00,   0.00000000E+00,  -0.32509758E-06,
 41003.000,   1,  0.23532951E+12,   0.00000000E+00,  -0.23662141E+12,   0.00000000E+00,   0.00000000E+00,   0.13767832E+10,   0.00000000E+00,   0.00000000E+00,  -0.47199368E-07,
 41004.000,   1,  0.23602438E+12,   0.00000000E+00,  -0.23738261E+12,   0.00000000E+00,   0.00000000E+00,   0.14820659E+10,   0.00000000E+00,   0.00000000E+00,  -0.30555605E-07,
 41005.000,   1,  0.23669279E+12,   0.00000000E+00,  -0.23807976E+12,   0.00000000E+00,   0.00000000E+00,   0.14144147E+10,   0.00000000E+00,   0.00000000E+00,  -0.15363063E-06,
 41006.000,   1,  0.23734561E+12,   0.00000000E+00,  -0.23873773E+12,   0.00000000E+00,   0.00000000E+00,   0.13420780E+10,   0.00000000E+00,   0.00000000E+00,   0.84584915E-07,
 41007.000,   1,  0.23803448E+12,   0.00000000E+00,  -0.23941808E+12,   0.00000000E+00,   0.00000000E+00,   0.13401064E+10,   0.00000000E+00,   0.00000000E+00,   0.10454321E-06,
 41008.000,   1,  0.23868057E+12,   0.00000000E+00,  -0.24012992E+12,   0.00000000E+00,   0.00000000E+00,   0.14510759E+10,   0.00000000E+00,   0.00000000E+00,  -0.28539144E-05,
 41009.000,   1,  0.23935171E+12,   0.00000000E+00,  -0.24083993E+12,   0.00000000E+00,   0.00000000E+00,   0.15106297E+10,   0.00000000E+00,   0.00000000E+00,  -0.21211060E-06,
 41010.000,   1,  0.24003631E+12,   0.00000000E+00,  -0.24151888E+12,   0.00000000E+00,   0.00000000E+00,   0.14841965E+10,   0.00000000E+00,   0.00000000E+00,  -0.29898676E-05,
 41011.000,   1,  0.24074820E+12,   0.00000000E+00,  -0.24221309E+12,   0.00000000E+00,   0.00000000E+00,   0.14225086E+10,   0.00000000E+00,   0.00000000E+00,   0.11522437E-06,
 41012.000,   1,  0.24146049E+12,   0.00000000E+00,  -0.24294752E+12,   0.00000000E+00,   0.00000000E+00,   0.14784664E+10,   0.00000000E+00,   0.00000000E+00,   0.56060584E-06,
 41013.000,   1,  0.24220686E+12,   0.00000000E+00,  -0.24367411E+12,   0.00000000E+00,   0.00000000E+00,   0.14998764E+10,   0.00000000E+00,   0.00000000E+00,  -0.14280668E-06,
 41014.000,   1,  0.24291896E+12,   0.00000000E+00,  -0.24438395E+12,   0.00000000E+00,   0.00000000E+00,   0.14791827E+10,   0.00000000E+00,   0.00000000E+00,  -0.34792751E-06,
 41015.000,   1,  0.24362436E+12,   0.00000000E+00,  -0.24510607E+12,   0.00000000E+00,   0.00000000E+00,   0.15054837E+10,   0.00000000E+00,   0.00000000E+00,  -0.21154984E-06,
 41016.000,   1,  0.24431325E+12,   0.00000000E+00,  -0.24583414E+12,   0.00000000E+00,   0.00000000E+00,   0.15399219E+10,   0.00000000E+00,   0.00000000E+00,  -0.26364691E-06,
 41017.000,   1,  0.24503918E+12,   0.00000000E+00,  -0.24655278E+12,   0.00000000E+00,   0.00000000E+00,   0.15467795E+10,   0.00000000E+00,   0.00000000E+00,  -0.13826267E-06,
 41018.000,   1,  0.24577876E+12,   0.00000000E+00,  -0.24727803E+12,   0.00000000E+00,   0.00000000E+00,   0.15110565E+10,   0.00000000E+00,   0.00000000E+00,  -0.40793319E-06,
 41019.000,   1,  0.24652105E+12,   0.00000000E+00,  -0.24802649E+12,   0.00000000E+00,   0.00000000E+00,   0.14958130E+10,   0.00000000E+00,   0.00000000E+00,   0.53545562E-06,
 41020.000,   1,  0.24729009E+12,   0.00000000E+00,  -0.24879129E+12,   0.00000000E+00,   0.00000000E+00,   0.15095843E+10,   0.00000000E+00,   0.00000000E+00,  -0.56684980E-06,
 41021.000,   1,  0.24804829E+12,   0.00000000E+00,  -0.24954717E+12,   0.00000000E+00,   0.00000000E+00,   0.15297431E+10,   0.00000000E+00,   0.00000000E+00,  -0.16023774E-06,
 41022.000,   1,  0.24879386E+12,   0.00000000E+00,  -0.25030766E+12,   0.00000000E+00,   0.00000000E+00,   0.15124260E+10,   0.00000000E+00,   0.00000000E+00,   0.35390108E-05,
 41023.000,   1,  0.24959847E+12,   0.00000000E+00,  -0.25111271E+12,   0.00000000E+00,   0.00000000E+00,   0.15514874E+10,   0.00000000E+00,   0.00000000E+00,  -0.13698130E-06,
 41024.000,   1,  0.25045812E+12,   0.00000000E+00,  -0.25195456E+12,   0.00000000E+00,   0.00000000E+00,   0.15243293E+10,   0.00000000E+00,   0.00000000E+00,  -0.17315235E-06,
 41025.000,   1,  0.25143810E+12,   0.00000000E+00,  -0.25285952E+12,   0.00000000E+00,   0.00000000E+00,   0.14352483E+10,   0.00000000E+00,   0.00000000E+00,  -0.35064238E-06,
 41026.000,   1,  0.25238341E+12,   0.00000000E+00,  -0.25385048E+12,   0.00000000E+00,   0.00000000E+00,   0.15859377E+10,   0.00000000E+00,   0.00000000E+00,  -0.43288749E-07,
 41027.000,   1,  0.25337065E+12,   0.00000000E+00,  -0.25488641E+12,   0.00000000E+00,   0.00000000E+00,   0.17186420E+10,   0.00000000E+00,   0.00000000E+00,  -0.23823814E-07,
 41028.000,   1,  0.25436467E+12,   0.00000000E+00,  -0.25590721E+12,   0.00000000E+00,   0.00000000E+00,   0.16909336E+10,   0.00000000E+00,   0.00000000E+00,  -0.32250880E-07,
 41029.000,   1,  0.25526970E+12,   0.00000000E+00,  -0.25688351E+12,   0.00000000E+00,   0.00000000E+00,   0.16828647E+10,   0.00000000E+00,   0.00000000E+00,  -0.64320242E-07,
 41030.000,   1,  0.25618734E+12,   0.00000000E+00,  -0.25780808E+12,   0.00000000E+00,   0.00000000E+00,   0.16529703E+10,   0.00000000E+00,   0.00000000E+00,  -0.13368152E-06,
 41031.000,   1,  0.25708761E+12,   0.00000000E+00,  -0.25871541E+12,   0.00000000E+00,   0.00000000E+00,   0.16319344E+10,   0.00000000E+00,   0.00000000E+00,  -0.92646384E-06,
 41032.000,   1,  0.25800974E+12,   0.00000000E+00,  -0.25965099E+12,   0.00000000E+00,   0.00000000E+00,   0.16509770E+10,   0.00000000E+00,   0.00000000E+00,  -0.39161108E-06,
 41033.000,   1,  0.25893525E+12,   0.00000000E+00,  -0.26060870E+12,   0.00000000E+00,   0.00000000E+00,   0.17125275E+10,   0.00000000E+00,   0.00000000E+00,  -0.95904715E-07,
 41034.000,   1,  0.25986993E+12,   0.00000000E+00,  -0.26157726E+12,   0.00000000E+00,   0.00000000E+00,   0.17513790E+10,   0.00000000E+00,   0.00000000E+00,  -0.77079452E-07,
 41035.000,   1,  0.26078782E+12,   0.00000000E+00,  -0.26254475E+12,   0.00000000E+00,   0.00000000E+00,   0.18039543E+10,   0.00000000E+00,   0.00000000E+00,  -0.66529033E-07,
 41036.000,   1,  0.26167925E+12,   0.00000000E+00,  -0.26348429E+12,   0.00000000E+00,   0.00000000E+00,   0.18472942E+10,   0.00000000E+00,   0.00000000E+00,  -0.84839466E-07,
 41037.000,   1,  0.26251579E+12,   0.00000000E+00,  -0.26437628E+12,   0.00000000E+00,   0.00000000E+00,   0.19285949E+10,   0.00000000E+00,   0.00000000E+00,  -0.49944535E-07,
 41038.000,   1,  0.26333728E+12,   0.00000000E+00,  -0.26520854E+12,   0.00000000E+00,   0.00000000E+00,   0.18959348E+10,   0.00000000E+00,   0.00000000E+00,  -0.13473261E-06,
 41039.000,   1,  0.26412424E+12,   0.00000000E+00,  -0.26600385E+12,   0.00000000E+00,   0.00000000E+00,   0.18935200E+10,   0.00000000E+00,   0.00000000E+00,  -0.21582449E-06,
 41040.000,   1,  0.26491442E+12,   0.00000000E+00,  -0.26681440E+12,   0.00000000E+00,   0.00000000E+00,   0.18956272E+10,   0.00000000E+00,   0.00000000E+00,   0.61982653E-06,
