$STR WITHDRAWAL AT SEG64                                     ELEV OF WITHDRAWAL CENTERLINE:270.     

JDAY,     DOC,     TOC,     TKN,      TN,      TP,     APR,    CHLA,     %DO,      pH,     CO2,    HCO3,     CO3,
  4386.501,    2.5352,    3.3324,    0.8331,    0.9798,    0.0637,   -0.0058,    0.7304,   60.8279,    6.7900,    1.4004,    3.9678,    0.0013,
  4386.602,    2.5286,    3.3238,    0.8321,    0.9798,    0.0637,   -0.0057,    0.7244,   60.4540,    6.7900,    1.4026,    3.9741,    0.0013,
  4386.701,    2.5219,    3.3151,    0.8312,    0.9798,    0.0637,   -0.0057,    0.7153,   60.0613,    6.7900,    1.4056,    3.9830,    0.0013,
  4386.803,    2.5152,    3.3064,    0.8302,    0.9798,    0.0637,   -0.0056,    0.7047,   59.6513,    6.7800,    1.4319,    3.9651,    0.0012,
  4386.901,    2.5088,    3.2981,    0.8293,    0.9799,    0.0637,   -0.0055,    0.6944,   59.2399,    6.7800,    1.4342,    3.9717,    0.0012,
  4387.000,    2.5024,    3.2884,    0.8280,    0.9796,    0.0637,   -0.0055,    0.6920,   58.9907,    6.7800,    1.4353,    3.9746,    0.0012,
  4387.101,    2.4958,    3.2794,    0.8269,    0.9796,    0.0637,   -0.0054,    0.6806,   58.5987,    6.7800,    1.4385,    3.9832,    0.0013,
  4387.202,    2.4894,    3.2704,    0.8258,    0.9795,    0.0637,   -0.0053,    0.6706,   58.2277,    6.7700,    1.4651,    3.9642,    0.0012,
  4387.301,    2.4831,    3.2617,    0.8247,    0.9795,    0.0637,   -0.0052,    0.6610,   57.8655,    6.7700,    1.4672,    3.9696,    0.0012,
  4387.402,    2.4766,    3.2530,    0.8236,    0.9795,    0.0637,   -0.0047,    0.6518,   57.4690,    6.7700,    1.4701,    3.9774,    0.0012,
  4387.500,    2.4704,    3.2450,    0.8226,    0.9795,    0.0637,   -0.0051,    0.6428,   57.0718,    6.7700,    1.4725,    3.9841,    0.0012,
  4387.601,    2.4642,    3.2370,    0.8215,    0.9796,    0.0637,   -0.0050,    0.6358,   56.6733,    6.7600,    1.4998,    3.9657,    0.0012,
  4387.702,    2.4578,    3.2290,    0.8205,    0.9797,    0.0637,   -0.0049,    0.6248,   56.2382,    6.7600,    1.5027,    3.9734,    0.0012,
  4387.801,    2.4516,    3.2213,    0.8195,    0.9798,    0.0637,   -0.0049,    0.6151,   55.8054,    6.7600,    1.5057,    3.9816,    0.0012,
  4387.901,    2.4456,    3.2124,    0.8183,    0.9796,    0.0637,   -0.0048,    0.6125,   55.5809,    6.7551,    1.5192,    3.9715,    0.0012,
  4388.000,    2.4395,    3.2043,    0.8172,    0.9796,    0.0637,   -0.0048,    0.6002,   55.1529,    6.7500,    1.5351,    3.9666,    0.0012,
  4388.100,    2.4336,    3.1961,    0.8160,    0.9796,    0.0637,   -0.0047,    0.5910,   54.7923,    6.7500,    1.5371,    3.9716,    0.0012,
  4388.200,    2.4275,    3.1878,    0.8149,    0.9796,    0.0637,   -0.0046,    0.5818,   54.4249,    6.7500,    1.5392,    3.9770,    0.0012,
  4388.301,    2.4214,    3.1793,    0.8136,    0.9795,    0.0637,   -0.0035,    0.5729,   54.0599,    6.7500,    1.5424,    3.9852,    0.0012,
  4388.401,    2.4155,    3.1716,    0.8125,    0.9796,    0.0637,   -0.0044,    0.5648,   53.6757,    6.7400,    1.5703,    3.9648,    0.0011,
  4388.501,    2.4097,    3.1641,    0.8114,    0.9796,    0.0637,   -0.0044,    0.5573,   53.2904,    6.7400,    1.5733,    3.9725,    0.0011,
